"","Score","Media","Reviewer","Date","Review","Review (Don't)"
"403","100","Original, Raunchy, Great writing, Entertaining, Great staging  Sara M 6124",""," May 3rd, 2016","See it if you like brassy dames","Don't see it if you can't stand brassy dames"
"404","48","Indulgent, Disappointing, Cliched, Insipid, Dated  Kamaria",""," May 3rd, 2016","See it if you like corny, cheesy musicals","Don't see it if you loved the movie. this is nothing like it.  all the sex and glamour has been taken out & sanitized="
"405","88","Funny, Entertaining, Great dancing, Sexy, Simple staging  Kim 6112",""," May 3rd, 2016","See it if You like Kander & Ebb or Fosse, you want a fun, entertaining show with great dancing. See if casting/stunt casting is good.","Don't see it if The stunt casting is someone who can't sing/dance/act. You like elaborately staged musicals. Staging is simple and effective.="
"406","46","Disappointing, Cliched, Overrated  Alana J",""," May 3rd, 2016","See it if You enjoy the music","Don't see it if You have an issue with women prancing around in lingerie="
"407","65","Edgy, Disappointing, Overrated, Dated  Cindy 6122",""," May 3rd, 2016","See it if You want to see the show live after having seen the movie (though, unlike most movie musicals, I think the movie version was much better).","Don't see it if You want a lively, entertaining night of theater with moving subject matter and energetic, layered performances.="
"408","92","Funny, Quirky, Great writing, Classic, Simple  Rosanna",""," May 1st, 2016","See it if You're into fosse ! The choreography is what really drew me in.","Don't see it if You're very conservative - the show is a bit raunchy.="
"409","81","Funny, Great acting, Intelligent, Masterful, Entertaining  SFalana",""," May 1st, 2016","See it if You like jazz , femme fatales, a clever storyline.","Don't see it if You like are looking for a show for small children.="
"410","87","Original, Edgy, Raunchy, Entertaining, Great staging  Peggy 2",""," April 30th, 2016","See it if A great story with dancing, intensity, and humor all rolled into one.","Don't see it if you are too much of a prude"
"411","89","Absorbing, Enchanting, Intelligent, Indulgent, Entertaining  lisa 6118",""," April 28th, 2016","See it if you like great music, great dancing, fun show!","Don't see it if children - iffy because of costuming. although my kids love chicago.="
"412","73","Cliched, Dated, Entertaining  Christopher S 2",""," April 27th, 2016","See it if Classic broadway","Don't see it if You don't want to take a chance="
"413","84","Funny, Clever, Intelligent, Great writing, Great score  Tal W",""," April 27th, 2016","See it if You want to hear one of the best scores ever written.  Also, depanding on casting that changes a lot - it's a really well performed show","Don't see it if Youv'e heard the score a million times before and seen it somewhere else."
