"","Score","Media","Reviewer","Date","Review","Review (Don't)"
"215","79","Funny, Quirky, Romantic, Entertaining, Too short  spufi10",""," April 30th, 2017","See it if You like Phillipa Soo & you like musicals & you've never seen the movie","Don't see it if You don't like quirky musicals (that have talking garden gnomes)=Also I never saw the movie. The musical, I felt, was too short. It was only an hour and 50 minutes long with no intermission. That being said, I enjoyed it - the facial expressions by Soo were indicative of her character's introvertedness. The special effects with the photographs were great - I won't spoil it for you.It is a wonderful show despite its length....<U+00A0>Read more Read less="
"216","55","Clever, Disappointing, Fluffy, Sweet  Ryan 3891",""," April 28th, 2017","See it if you aren't familiar with the movie, like folk scores, enjoy Philippa Soo","Don't see it if you are attached to the movie, you can't deal with a mediocre score=Also This is a show without a home. Is it French  Is it American  The composers are, sadly, miscast for this show. I know it's their project, but their style is suited for folk-American, and this is a French tale. This show doesn't know what it wants to be. The movie is enchanting and powerful. This is pretty vanilla. Philippa Soo unfortunately falls flat here. All of the quirkiness of Amelie that the show desperately needs is nowhere to be found. Great in Hamilton, not so suited for this....<U+00A0>Read more Read less"
"217","68","Quirky, Romantic, Disappointing, Sweet, Frustrating  Robert 52",""," April 27th, 2017","See it if you wonder what 1st love would be like for an adult without friends as a child, you loved the movie, love Phillipa Soo or want  nice  music.","Don't see it if you aren't imaginative, get impatient at missed connections, or get frustrated when a character or show fails to boldly go for what it wants"
"218","72","Delightful, Confusing, Entertaining  Kym V",""," April 26th, 2017","See it if your curious about this production.","Don't see it if you want to be engaged="
"219","75","Delightful, Enchanting, Great singing  Genevieve 6319",""," April 26th, 2017","See it if you want to see Phillipa Soo be delightful, whimsical, and all together charming.","Don't see it if you want a coherent or all consuming plot."
"220","69","Clever, Great acting, Entertaining  HonoluluK",""," April 26th, 2017","See it if You like light, reliable, good shows","Don't see it if You want intense shows or lots of dancing"
"221","1","Disappointing, Excruciating, Overrated  Erin 6267",""," April 26th, 2017","See it if Just don't.","Don't see it if You enjoy meaningful theatre."
"222","72","Funny, Delightful, Great acting, Quirky, Romantic  Tara Marie",""," April 26th, 2017","See it if If you liked the move, you'll love the Broadway show!","Don't see it if If you didn't like the movie, this isn't for you.="
"223","70","Quirky, Banal, Cliched, Great singing, Fluffy  Helena 3",""," April 26th, 2017","See it if You liked the movie.","Don't see it if You're looking for theater that will make you think deeply."
"224","68","Confusing, Disappointing, Fluffy  Robin 11",""," April 26th, 2017","See it if you want to hear Philippa Soo's great voice.","Don't see it if You expect it to be as great as the movie."
"225","75","Funny, Quirky, Confusing  Jessica N 6153",""," April 26th, 2017","See it if You enjoyed the movie but are able to keep you expectations in check. Like interesting staging.","Don't see it if You want all the songs to be winners or are annoyed by indecisive characters.="
"226","100","Clever, Delightful, Enchanting, Entertaining, Great singing  Aubrey C 7114",""," April 26th, 2017","See it if PIPPA","Don't see it if You're stupid="
"227","96","Clever, Delightful, Enchanting, Quirky, Great singing  Emily Howson",""," April 25th, 2017","See it if you enjoy quirky and fun character-driven musicals, or are simply looking for an enchanting theater experience","Don't see it if you dislike whimsicality or want a real-life story.="
